name,adsorption
qmof-0d6ee63,0.0
qmof-0da3c2d,6.0612757365
qmof-0daa435,3.8937681471
qmof-0db5672,8.1551227653
qmof-0dc00e5,24.836631403
qmof-0dcd74e,6.1812516961
qmof-0dce90f,0.6124425714
qmof-0dd810c,12.195754589
qmof-0de3389,2.7708561229
qmof-0de788f,14.9343277816
qmof-0df7bd9,3.8287300409
qmof-0e200b6,6.8798054513
qmof-0e27a4a,2.5783553808
qmof-0e2fb56,0.4014706781
qmof-0e3acfe,0.1266930075
qmof-0e4bbc6,5.0014057427
qmof-0e57266,3.9006097754
qmof-0e578b6,2.45052743
qmof-0e62149,4.0535538674
qmof-0e64acd,4.8073200585
qmof-0e6b29f,19.3852578015
qmof-0e8c4b6,0.5935017374
qmof-0e985bd,8.9569475537
qmof-0e9f38c,3.7905800456
qmof-0eaf3ad,13.5418732369
qmof-0eda30d,8.329693129
qmof-0ee4bf6,8.1299095828
qmof-0ee6243,2.7514987829
qmof-0efcdca,3.4632077606
qmof-0eff6c4,15.7889546187
qmof-0f00c40,0.0
qmof-0f178f1,0.9274905896
qmof-0f2aa8c,0.3713057121
qmof-0f2bdcf,1.2745237899
qmof-0f390c1,1.5682919907
qmof-0f39fa4,7.1325158093
qmof-0f4c4fd,1.090377708
qmof-0f515e2,4.3763518442
qmof-0f540dd,5.4832875289
qmof-0f6384e,1.0806670091
qmof-0f66a7d,0.0
qmof-0f6b856,0.8899656977
qmof-0f835bb,0.0
qmof-0f89a96,11.6032220191
qmof-0f8a04b,11.2306430797
qmof-0f95d50,14.6691931422
qmof-0f97033,1.5258075074
qmof-0f9e66f,8.475276163
qmof-0fa90ce,2.1071071332
qmof-0fadd6f,1.6877418713
qmof-0fb4c2f,11.9105413555
qmof-0fe96c4,11.4726216669
qmof-0ff1453,0.6559843283
qmof-1002f30,6.5174676824
qmof-1009afb,6.2018501713
qmof-100c07d,2.3668927664
qmof-1013282,1.4421716179
qmof-101353a,11.2681217765
qmof-1023a71,0.758281468
qmof-1033c27,2.8139436712
qmof-1034731,2.4072645342
qmof-1035838,10.9680974049
qmof-1040c8c,5.7031314816
qmof-104e204,8.2761977861
qmof-105dea1,1.4141005462
qmof-106adc0,1.7335976076
qmof-106ff45,3.035130568
qmof-107287b,1.3325565192
qmof-107ed0f,1.642714342
qmof-107fbfa,11.7342099027
qmof-1086d95,6.5995e-06
qmof-10920d5,11.028487323
qmof-10b2259,4.9316079293
qmof-10b52ba,2.1269728828
qmof-10cb6cd,8.4886295306
qmof-10e0b8f,1.4430180472
qmof-1105864,0.9966146342
qmof-110ffa0,9.4935232182
qmof-1117cd8,23.9792213898
qmof-1123a6c,0.1940378711
qmof-112bc59,10.5455349198
qmof-112d725,1.8360534589
qmof-113b9c6,6.4404000973
qmof-115d09d,5.1287229578
qmof-115de59,3.3021307753
qmof-117052a,4.3620152343
qmof-1171565,19.571981331
qmof-11881b6,3.97334897
qmof-118c062,9.7150328678
qmof-11a42ea,5.9247114847
qmof-11a9ce1,15.4757167474
qmof-11baec4,4.5023942231
qmof-11c1311,1.5990615028
qmof-11dc1ce,0.0093293357
qmof-11e08f9,3.7471791358
qmof-11ec06f,11.786719257
qmof-11ed3e0,0.0
qmof-11f7d05,5.3794075807
qmof-120180d,6.8189289168
qmof-120421d,8.1599793596
qmof-1205501,1.6936272704
qmof-12238a8,3.561680768
qmof-1242490,5.4734377049
qmof-124e9b0,8.3352209155
qmof-1258c57,2.4555369953
qmof-1265f27,10.4370234686
qmof-1269b58,1.9087394022
qmof-126dd4e,2.9612495114
qmof-1281756,1.2413893853
qmof-128cc83,1.5130087663
qmof-12930dd,0.835916625
qmof-129ae04,5.1764276198
qmof-129e0cb,4.4509507431
qmof-12a0bfd,5.7252455659
qmof-12aa8fe,1.2248012772
qmof-12aaae7,9.7907541615
qmof-12afd16,3.3921015814
qmof-12bec5a,16.1330967753
qmof-12bffdb,9.256376473
qmof-12c6f50,0.0
qmof-12d0800,10.6540480716
qmof-12e1518,10.6937039328
qmof-12e5fd9,4.3399023477
qmof-12e6771,11.8316250539
qmof-12eec1c,0.0
qmof-12fd885,1.7724472999
qmof-130053f,1.8206034771
qmof-131c306,8.4153125751
qmof-1339fce,1.6533418954
qmof-13416b3,1.4403154104
qmof-134a580,3.7608256917
qmof-1355ac2,10.5265891596
qmof-1356ddc,3.4343975598
qmof-13595d5,19.4451359147
qmof-1368332,1.0013202492
qmof-136dedd,1.0795982845
qmof-136ec9b,0.0
qmof-13889cb,1.154587109
qmof-13989ad,0.8924698383
qmof-139da7b,16.7534596655
qmof-13a2472,17.1347067041
qmof-13a76dd,5.6266051617
qmof-13c119c,6.7684409452
qmof-13e75c9,6.9496954667
qmof-13eeb84,6.562064602
qmof-13f8e19,4.3818104861
qmof-13fccf0,9.2651297592
qmof-1401390,3.057659635
qmof-140478c,1.9817151505
qmof-14064a5,7.279808376
qmof-141ad7b,14.2936848805
qmof-141e1b5,21.7513080488
qmof-142011d,5.9941083771
qmof-14332ab,7.7641373589
qmof-14375bc,6.8125956677
qmof-144d405,8.1198991837
qmof-1452f65,1.8024447195
qmof-145af0e,3.4631969054
qmof-145f48b,9.6289850604
qmof-146d27a,7.1214059836
qmof-14a36ed,1.8307063909
qmof-14acde3,4.5155543427
qmof-14b2d9e,6.5074757523
qmof-14b40ea,0.4472938068
qmof-14ba95c,3.1466747235
qmof-14bc777,1.8306161682
qmof-14c725f,1.2380989381
qmof-14d0875,10.0933244292
qmof-14d6317,2.7840628165
qmof-14d7a6e,2.1658197284
qmof-14e7e8b,1.9870738921
qmof-14efc5e,3.2093174027
qmof-14f024a,1.4148711163
qmof-14f604b,5.8562575338
qmof-14f9393,3.9506697143
qmof-14fb11d,1.9381454539
qmof-14fcdee,1.9058266064
qmof-1502f04,4.3097212065
qmof-150491a,0.0321414049
qmof-150e43b,4.2458969549
qmof-150e78f,0.8113981131
qmof-15271a7,0.0160941991
qmof-15415b4,5.3163692664
qmof-15463ec,17.8360696189
qmof-155c782,1.3960339236
qmof-155cb35,1.6248093142
qmof-1560746,1.7630326329
qmof-156367b,4.1852243213
qmof-157e47f,12.168409949
qmof-1580705,1.7798457735
qmof-15845e1,0.3721642938
qmof-1586837,1.5909454298
qmof-158f8fd,6.5591108408
qmof-1590633,16.9513582172
qmof-1590fee,3.4781640324
qmof-1592e39,14.1711263121
qmof-1594a7d,4.6863567601
qmof-15b209e,9.0290581625
qmof-15b32d5,4.6568102883
qmof-15b6747,10.263583604
qmof-15bd34b,3.6712652887
qmof-15c6dbd,1.0387009988
qmof-15d20be,8.3364687478
qmof-15d8f58,3.0021998883
qmof-15f1bb8,5.7550213454
qmof-15f7608,8.6279152149
qmof-15fd7ce,1.5428515654
qmof-15fda22,1.1516581434
qmof-15ff994,5.8331109109
qmof-16049c4,14.3854610207
qmof-16137ec,8.1770093338
qmof-1620f91,1.3105628266
qmof-16257f4,3.7506936281
qmof-162aabd,0.7550111764
qmof-1634ed9,0.0
qmof-163a5ea,6.5010376003
qmof-164026e,3.7872707412
qmof-1665525,0.0
qmof-166954d,2.5298213944
qmof-167482e,3.3567257935
qmof-16757dd,8.383690067
qmof-1678991,0.7498706592
qmof-167d2f5,5.1859352171
qmof-1681ab3,0.3005212211
qmof-169186c,1.8717938454
qmof-16937aa,1.8294365698
qmof-16983c5,4.8318178875
qmof-169f356,2.7461753534
qmof-16a2c6d,14.8610761196
qmof-16ba929,1.1322414099
qmof-16de531,3.5078192696
qmof-16e1f3f,0.000921586
qmof-16edcac,10.5685051657
qmof-16f3c20,8.9110169274
qmof-16f859b,3.9994227904
qmof-1702f8c,14.4329863789
qmof-171d834,0.9323005093
qmof-1733f01,0.4226099298
qmof-173a8d7,0.0056281964
qmof-17462aa,7.2608787011
qmof-1749614,6.6648236296
qmof-175a5d9,9.6957895166
qmof-17704ef,5.8511576279
qmof-17796cb,2.7983501369
qmof-177f279,0.7013621882
qmof-1784f7b,15.705214591
qmof-178fc48,15.4407554312
qmof-1794723,1.12792e-05
qmof-17962ea,9.2107444574
qmof-17a47b2,16.2155265586
qmof-17a96f5,3.510354672
qmof-17ac010,12.6072699424
qmof-17be6a5,5.1603135743
qmof-17c6faa,5.5661964385
qmof-17cb93f,6.7303065518
qmof-17d2618,9.0023245406
qmof-17d4703,1.7985509337
qmof-17db927,0.5361761245
qmof-17e43c6,0.7741950357
qmof-17ff8b1,4.2335618178
qmof-180a643,1.402893339
qmof-182e007,5.6277114208
qmof-18442f6,1.3475291824
qmof-184721f,1.5545803161
qmof-1847c21,2.1489961467
qmof-1879cfe,1.2379260256
qmof-18b34f3,5.1243275316
qmof-18b8ab1,9.7991025313
qmof-18bc8b7,0.9259065397
qmof-18c41a2,1.4846132218
qmof-18c691a,0.948699844
qmof-18ceb78,2.7829401869
qmof-18e2d2f,3.4551607765
qmof-18e62e8,9.5518796523
qmof-18e6c5c,0.497198535
qmof-18f2276,2.3596870153
qmof-18f4ec6,0.0
qmof-18fb46a,21.3684679613
qmof-18ff2a1,0.0014818896
qmof-1916139,10.2094554546
qmof-19172d5,8.4903236044
qmof-191e06e,1.8759964035
qmof-1940038,11.4039400102
qmof-1954102,1.7413935177
qmof-1959299,9.0301465129
qmof-197ad3f,11.5762165369
qmof-1985e04,3.4150933886
qmof-19945d1,1.4490195283
qmof-19aee6c,0.6726494691
qmof-19b2b95,2.8877212472
qmof-19b5170,1.7728194974
qmof-19d3c65,4.3948290273
qmof-19da9fb,8.6818061805
qmof-19f07bd,21.333250352
qmof-19f4a86,0.8037930182
qmof-19f5483,1.5496876194
qmof-19f76d2,3.3806288123
qmof-1a13c5a,0.0202830932
qmof-1a2e603,2.0128168885
qmof-1a3fdff,3.1468550606
qmof-1a60246,0.002374758
qmof-1a6432f,2.5084222
qmof-1a74b10,4.496128198
qmof-1a77da5,0.0118827592
qmof-1a833bd,18.5294963383
qmof-1a88188,0.9383400302
qmof-1a95d9b,9.840549552
qmof-1a97136,0.0005887806
qmof-1abb5dc,4.014059969
qmof-1acd4a1,9.6736060219
qmof-1ad21a1,6.3051097394
qmof-1ad2593,7.0245424743
qmof-1ae080e,7.4068237996
qmof-1ae3a52,4.8853268426
qmof-1b01e7d,0.0
qmof-1b08f15,6.2296818052
qmof-1b24ed6,0.3447252435
qmof-1b305ca,1.1431728534
qmof-1b3859b,17.2910082094
qmof-1b3e3c5,6.8021265898
qmof-1b44fef,1.0620071751
qmof-1b4a4af,10.8706577498
qmof-1b6b7d3,2.3773599147
qmof-1b7741c,2.4616116523
qmof-1b788d8,2.1594658129
qmof-1b95eee,6.2977389568
qmof-1b9756c,1.6293050499
qmof-1bb0dd9,4.4724901716
qmof-1bee1f0,1.6023352197
qmof-1c14e71,2.4698207725
qmof-1c25053,2.4116751534
qmof-1c37c36,7.7372396059
qmof-1c3833a,9.4698733168
qmof-1c59969,10.2901490006
qmof-1c69162,2.561784674
qmof-1c75dc4,2.8746041907
qmof-1c895a0,8.6577363484
qmof-1c956df,6.8758155476
qmof-1c95cc8,0.2099585956
qmof-1c9f47e,1.6766982398
qmof-1ca1cf3,13.6090925197
qmof-1ca5878,23.9751228606
qmof-1ca8fd0,5.3728701762
qmof-1cbbca6,9.1485059492
qmof-1cbedad,1.0945708869
qmof-1cc623d,2.3481740781
qmof-1cc6d2b,9.5819462757
qmof-1ccde9c,7.9012744355
qmof-1cd272b,15.0005097051
qmof-1cd4692,0.8848747033
qmof-1cf2337,5.9973957683
qmof-1d06df3,1.266902861
qmof-1d20a91,2.1450777973
qmof-1d27ba2,1.3482523733
qmof-1d2aeb7,6.5872779371
qmof-1d2b1b9,10.7630797661
qmof-1d2c247,2.5592389206
qmof-1d3328b,0.0
qmof-1d4f4cd,11.9933134298
qmof-1d6c648,6.5382828796
qmof-1d78b2e,9.4340075003
qmof-1d7abc8,6.5731419858
qmof-1d7e777,2.0841088606
qmof-1d8ceca,6.5708182988
qmof-1d94c8a,9.7497425352
qmof-1da6c76,25.5230878685
qmof-1da7afa,3.8968169119
qmof-1daadd6,0.0003168402
qmof-1dad8b9,12.4741106872
qmof-1db67f1,1.0949720081
qmof-1dcac87,2.6076071523
qmof-1dd0c97,1.6001895192
qmof-1de8e14,1.2823085815
qmof-1debcad,9.8916299031
qmof-1df3ec5,0.8856833972
qmof-1e020e2,7.3614765589
qmof-1e466b4,0.9577452255
qmof-1e4d669,0.8305373904
qmof-1e5ca03,1.4662216192
qmof-1e71e12,3.6010337207
qmof-1e7ef25,2.664713943
qmof-1e81b2d,5.0587615923
qmof-1e91b84,0.0755823189
qmof-1e9a2c5,1.6536199926
qmof-1eac763,6.5597485099
qmof-1eada0b,0.8747596944
qmof-1eadbf5,1.6704820546
qmof-1eb97da,0.0
qmof-1ebeece,2.9272231796
qmof-1ecad92,0.0596046523
qmof-1ecf90e,1.2426701504
qmof-1ed0c50,4.1390837671
qmof-1ed1341,2.9417415891
qmof-1ed370f,1.8084966677
qmof-1eda44c,5.0604884247
qmof-1ee7828,2.0339933068
qmof-1eec32d,5.7193649029
qmof-1f04d85,0.6208313928
qmof-1f0cde6,10.2541041218
qmof-1f14edb,2.2687892512
qmof-1f21a3f,6.4028533346
qmof-1f248c3,4.3406421488
qmof-1f2bd91,13.3982916056
qmof-1f43ca5,3.2347770825
qmof-1f4f159,6.3389487509
qmof-1f55141,4.1556884843
qmof-1f56bb6,9.7479045624
qmof-1f58054,4.6521239437
qmof-1f5abee,8.4519264122
qmof-1f6550a,1.5141614291
qmof-1f660e3,1.9109431192
qmof-1f66d12,4.4543770121
qmof-1f6f7e3,2.5051321192
qmof-1f7477f,2.0972659508
qmof-1f7e34d,15.6383836104
qmof-1f8a415,11.0636238699
qmof-1fb5146,0.01452546
qmof-1fbb566,6.1522471437
qmof-1fd70f2,3.3614571127
qmof-1fd7c8a,1.0970723539
qmof-1fdc7b8,2.5900041361
qmof-1fe264b,2.8210371048
qmof-1fe2c67,5.224738051
qmof-1fe98cd,0.0812511502
qmof-1ff5688,9.7390125551
qmof-1ffeb2b,10.839625418
qmof-200045d,7.6000497995
qmof-20119ca,7.893647226
qmof-2011a0f,3.1127535543
qmof-2012542,1.7647023902
qmof-201a359,6.9192917798
qmof-201af6e,9.1792621074
qmof-2021dad,5.5474797233
qmof-2034ad8,5.8081337053
qmof-2039712,9.2685513001
qmof-204707c,12.162888305
qmof-204daad,2.815225877
qmof-204eab0,0.4202502604
qmof-20529db,6.4169063099
qmof-2063599,2.8886006606
qmof-206f428,14.9651339956
qmof-2072bf0,3.6412314841
qmof-20874c7,8.6119034715
qmof-2095c92,4.5155282014
qmof-209afa4,22.1503772855
qmof-20abef6,3.5478212396
qmof-20b49f0,15.1782747744
qmof-20c79fb,0.1008625384
qmof-20e404f,13.4419574349
qmof-20f0c53,0.7442000182
qmof-20f15a8,2.9471571311
qmof-20f906c,3.2188204486
qmof-20fe6b8,1.7568403863
qmof-21029e1,14.1568648611
qmof-210cad7,0.9261814041
qmof-211a3ec,0.4215557242
qmof-211f33e,8.4050763958
qmof-2138589,1.9306727042
qmof-213c3a1,8.805905171
qmof-2142f31,20.3405700177
qmof-214a25c,18.4052684222
qmof-21516a5,1.9010315954
qmof-2155e19,21.4131387515
qmof-21587e2,9.3979303582
qmof-21760ea,0.7874977276
qmof-21a0d3f,3.8467217056
qmof-21a8353,13.6281407702
qmof-21a886a,1.6160606671
qmof-21b5725,0.7762540055
qmof-21d78c0,1.4947613046
qmof-21f0ad6,4.6950121758
qmof-21f628d,7.616119391
qmof-2202f09,2.6924118938
qmof-221bfbd,7.3042993043
qmof-2223d2b,14.961546958
qmof-222c44e,0.9478750824
qmof-222f47b,8.4157265575
qmof-223436e,4.2200891851
qmof-2239292,2.8833657429
qmof-2246e1d,13.6411146474
qmof-2250196,3.3828616877
qmof-2264c2b,1.1870740828
qmof-226d00b,8.82583035
qmof-228e322,2.8039857447
qmof-2297abb,3.0038057812
qmof-229f5b9,6.4032864673
qmof-22a3730,12.0622739634
qmof-22baac9,4.1346439559
qmof-22c2e9c,2.1665006527
qmof-22c4bad,1.1353044942
qmof-22c6575,8.635350449
qmof-22cc2ed,1.0360937238
qmof-22cf513,9.7358503963
qmof-22d2330,21.9674178128
qmof-22d24da,0.8548144049
qmof-22d5639,3.9833848921
qmof-22d9aa0,5.2059798041
qmof-22ea14a,4.4448630539
qmof-22f1463,1.551602069
qmof-230775a,1.8507815075
qmof-2308de6,9.5140044879
qmof-2313b16,1.6973973018
qmof-231ce7d,4.6216935447
qmof-231dae7,5.8286161727
qmof-2323e49,3.2239413835
qmof-2331794,13.7203273954
qmof-2337586,3.3954559349
qmof-2338a98,3.3640277729
qmof-233f752,2.4453995
qmof-2349dac,10.0150350869
qmof-235140d,10.4183379846
qmof-235238b,6.2796396434
qmof-2353005,9.0076451251
qmof-23596df,6.7000247567
qmof-235f291,5.5240008725
qmof-236db9d,2.8925886018
qmof-23796ec,2.8680887874
qmof-237be03,7.8593682542
qmof-237cfe7,3.9089069275
qmof-2381376,5.2341967544
qmof-238182d,1.6336206275
qmof-2384a20,8.0211396365
qmof-238a7a1,12.1933609759
qmof-2397030,3.3777681457
qmof-23a6e43,1.1094558286
qmof-23be8ef,2.07849e-05
qmof-23c88cb,9.7717479877
qmof-23d17f0,0.0301134901
qmof-23d6b4a,3.5927806663
qmof-23d6bfc,3.2121398458
qmof-241c567,0.0
qmof-242d06c,7.6475031407
qmof-243e60c,12.8943899234
qmof-2446a3a,8.2292088801
qmof-244f5c8,8.3569234171
qmof-245b3af,7.2676809412
qmof-2473511,2.5988250685
qmof-2482f7f,4.6020390049
qmof-248a9de,7.6752031515
qmof-24cd0f8,17.8234657474
qmof-24cf89d,13.2715499269
qmof-24d1d89,1.8750873497
qmof-24d3ed5,7.4359787217
qmof-24e316a,3.5247555424
qmof-24e85d6,7.241188986
qmof-24ebfb1,16.7721059456
qmof-24f72ab,11.4428905502
qmof-24fb653,2.6621376551
